代號,名稱,年/月,  現金及約當現金,  應收帳款及票據,  其他應收款,  不動產廠房及設備,  商譽及無形資產合計,    使用權資產,    投資性不動產淨額,  其他非流動資產,資產總額,  應付帳款及票據,  其他應付款,  特別股負債－非流動,  應付公司債－非流動,  其他長期借款－非流動,  租賃負債－非流動,  負債準備－非流動,負債總額,    普通股股本,    特別股股本,    預收股款,    待分配股票股利,  股本,  資本公積合計,  保留盈餘,  其他權益,  庫藏股票帳面值,股東權益總額,負債及股東權益總額
2889,國票金,Jun-21,"2,792,201","25,126,119","46,119,195","7,441,572","232,118","135,026","44,868","3,549,672","343,095,701","24,462,727","29,065,810",0,0,0,"135,450","1,706,270","298,526,442","28,964,817",0,0,0,"28,964,817","156,037","7,860,720","2,798,641","-106,346","44,569,259","343,095,701"
2890,永豐金,Jun-21,"26,277,293","36,516,317","115,359,648","13,152,946","2,226,359","3,520,569","2,457,866","18,526,738","2,281,820,457","36,781,037","63,567,785","18,437","55,994,345","18,567,873","2,915,314","3,810,049","2,117,688,152","112,710,541",0,0,0,"112,710,541","2,228,764","45,690,969","3,502,031",0,"164,132,305","2,281,820,457"
2891,中信金,Jun-21,"158,613,452","72,764,580","167,211,567","49,613,194","24,477,589","17,170,001","89,906,003","44,948,166","6,695,193,567","8,508,821","105,636,535",0,"132,882,346",0,"16,227,726","1,756,564,764","6,266,292,567","194,969,896","4,999,900",0,0,"199,969,796","58,732,202","179,108,531","-8,985,357",0,"428,901,000","6,695,193,567"
2892,第一金,Jun-21,"44,007,234","12,504,130","53,855,980","27,449,918","783,527","2,527,958","11,278,121","6,497,885","3,600,729,095","26,326,725","69,296,653",0,"46,800,000",0,"2,355,263","55,241,381","3,371,550,492","128,358,011",0,0,0,"128,358,011","26,107,218","58,732,725","15,980,649",0,"229,178,603","3,600,729,095"
5880,合庫金,Jun-21,"58,108,161","24,513,605","49,750,404","33,268,226","3,864,096","1,587,997","11,019,291","3,347,734","4,310,890,779","24,990,853","75,245,786",0,"71,100,000","492,594","1,532,540","36,113,543","4,062,546,936","133,342,237",0,0,0,"133,342,237","57,974,241","39,703,586","10,593,832",0,"248,343,843","4,310,890,779"
2880,華南金,Mar-21,"34,774,343","21,006,363","57,751,472","31,743,644","970,599","1,944,902","11,983,869","4,422,772","3,278,678,917","23,283,145","46,217,576",0,"60,689,586","1,776,040","1,892,633","23,036,388","3,085,270,325","128,547,788",0,0,0,"128,547,788","17,758,986","37,741,785","9,357,986",0,"193,408,592","3,278,678,917"
2881,富邦金,Mar-21,"270,358,909","93,427,886","271,173,288","65,091,234","33,409,872","7,993,449","304,539,113","54,823,914","9,698,222,622","64,346,510","162,529,008",0,"266,181,133","1,342,788","22,233,131","4,355,961,172","8,845,558,110","102,336,040","12,666,600",0,0,"115,002,640","137,668,649","419,574,048","145,208,491","-680,246","852,664,512","9,698,222,622"
2882,國泰金,Mar-21,"448,129,821","101,327,349","204,782,871","98,352,016","53,569,485","4,145,216","422,266,940","73,047,890","11,080,841,580",,"84,660,437",0,"147,300,000","819,855","14,395,259","6,220,022,671","10,216,016,505","131,692,102","15,333,000",0,0,"147,025,102","177,256,371","429,471,544","100,001,617",0,"864,825,075","11,080,841,580"
2883,開發金,Mar-21,"114,249,689","58,576,997","153,528,373","34,853,794","19,307,056","13,942,436","30,285,628","100,569,581","3,426,117,789","78,552,561","120,221,498",0,"71,554,882","23,069,688","4,389,446","1,929,483,077","3,131,865,333","149,736,024",0,"60,615",0,"149,796,639","11,821,316","44,692,538","8,998,834","-698,576","294,252,456","3,426,117,789"
2884,玉山金,Mar-21,"48,361,767","10,006,475","109,846,139","36,070,507","6,166,035","3,122,543","1,800,585","8,638,211","2,928,281,150","11,969,019","30,263,637",0,"38,670,000","1,032,884","3,224,486","868,979","2,740,755,849","125,671,000",0,0,"195,000","125,866,000","25,662,214","36,018,856","-156,137",0,"187,525,301","2,928,281,150"
2885,元大金,Mar-21,"68,534,771","81,811,075","267,951,643","24,157,427","31,381,987","12,891,577","11,207,131","73,268,030","2,834,103,896","187,656,636","245,094,657",0,"80,290,894","53,795,727","6,087,775","319,471,569","2,552,379,394","121,374,360",0,0,0,"121,374,360","37,885,949","91,334,283","10,357,402",0,"281,724,502","2,834,103,896"
2886,兆豐金,Mar-21,"122,234,311","41,690,046","97,918,395","21,921,473","963,401","1,874,504","1,109,719","6,055,590","4,076,698,814","33,314,811","83,566,251",0,"13,100,000","125,000","1,922,505","30,297,896","3,746,374,959","135,998,240",0,0,0,"135,998,240","68,194,233","114,538,073","11,593,309",0,"330,323,855","4,076,698,814"
2887,台新金,Mar-21,"23,468,718","98,248,269","165,591,522","19,165,689","3,305,234","2,711,158","941,645","12,146,069","2,236,709,575","33,464,777","44,364,583",0,"70,100,000","11,657,222","2,819,254","1,885,657","2,047,179,639","109,133,102","8,000,000","2,026",0,"117,135,128","35,922,691","35,740,639","687,163",0,"189,529,936","2,236,709,575"
2888,新光金,Mar-21,"114,640,808","36,942,582","101,290,007","33,017,616","3,304,527","5,078,346","183,747,851","36,499,647","4,444,273,214","29,416,405","65,603,488",0,"64,344,387","4,146,110","7,595,294","3,033,482,248","4,212,894,797","130,203,941","2,970,000",0,0,"133,173,941","21,037,972","91,193,357","-14,437,042",0,"231,378,417","4,444,273,214"
2889,國票金,Mar-21,"2,310,677","16,271,118","35,915,868","7,470,905","237,966","129,288",0,"2,577,992","329,796,244","16,626,652","19,711,808",0,0,0,"129,752","1,720,775","286,857,580","28,964,817",0,0,0,"28,964,817","156,037","6,905,076","2,404,304","-106,346","42,938,664","329,796,244"
2890,永豐金,Mar-21,"24,585,392","19,826,870","95,247,863","13,105,099","2,228,447","3,574,990","2,446,741","17,567,671","2,213,662,891","32,361,581","54,339,281","18,437","52,508,091","14,094,337","2,971,982","3,777,832","2,054,878,504","112,710,541",0,0,0,"112,710,541","2,228,764","41,487,240","2,357,842",0,"158,784,387","2,213,662,891"
2891,中信金,Mar-21,"115,164,233","80,573,288","172,891,578","50,047,213","24,415,633","15,817,008","90,152,918","43,006,683","6,629,734,527","5,666,175","91,094,119",0,"131,881,608",0,"14,763,334","1,765,044,761","6,221,215,714","194,969,896","4,999,900",0,0,"199,969,796","58,754,544","165,244,707","-15,527,049",0,"408,518,813","6,629,734,527"
2892,第一金,Mar-21,"44,998,544","8,746,514","52,785,292","27,590,382","852,167","2,633,610","11,298,443","5,387,964","3,539,910,807","10,460,941","43,702,604",0,"47,300,000","300,000","2,447,157","53,528,414","3,315,117,768","128,358,011",0,0,0,"128,358,011","26,107,218","52,837,317","17,490,493",0,"224,793,039","3,539,910,807"
5880,合庫金,Mar-21,"46,343,889","14,937,571","42,993,943","33,312,552","3,878,323","1,611,153","11,373,704","3,069,007","4,203,324,911","17,654,977","53,034,335",0,"71,600,000","1,293,502","1,574,831","37,187,650","3,962,204,164","133,342,237",0,0,0,"133,342,237","57,974,241","33,203,508","9,837,185",0,"241,120,747","4,203,324,911"
2880,華南金,Dec-20,"37,562,976","18,439,873","51,486,371","31,777,373","933,108","1,987,287","11,411,897","5,607,796","3,101,082,238","18,271,328","40,262,838",0,"60,688,999","1,490,500","1,954,177","23,747,147","2,911,678,073","128,547,788",0,0,0,"128,547,788","17,758,986","33,650,292","9,445,096",0,"189,404,165","3,101,082,238"
2881,富邦金,Dec-20,"274,648,375","27,367,710","205,449,786","58,089,952","33,169,730","6,754,636","303,764,792","55,755,371","9,244,452,655","25,994,725","136,025,909",0,"269,517,288","1,403,553","21,273,724","4,283,877,294","8,467,669,859","102,336,040","12,666,600",0,0,"115,002,640","137,665,154","369,824,069","140,377,046",0,"776,782,796","9,244,452,655"
2882,國泰金,Dec-20,"536,716,255","108,075,618","191,916,164","98,405,132","54,002,407","4,138,543","419,476,228","66,074,603","10,950,472,444","17,658,267","68,696,694",0,"148,800,000","1,657,576","13,011,637","6,117,073,219","10,045,696,763","131,692,102","15,333,000",0,0,"147,025,102","177,256,053","371,468,940","197,311,121",0,"904,775,681","10,950,472,444"
2883,開發金,Dec-20,"121,169,093","47,615,757","138,547,338","35,343,870","19,537,371","14,049,764","29,953,756","94,265,129","3,434,618,475","59,424,873","103,096,646",0,"62,981,293","25,477,711","4,454,005","1,902,468,183","3,101,992,388","149,729,414",0,"3,298",0,"149,732,712","1,627,728","34,190,500","18,363,815","-1,178,647","332,626,087","3,434,618,475"
2884,玉山金,Dec-20,"54,640,670","10,521,081","116,686,211","33,290,884","6,167,861","3,168,210","1,827,047","7,847,214","2,971,744,682","10,751,849","33,872,856",0,"39,970,000","1,213,342","3,275,399","1,159,384","2,790,144,105","125,671,000",0,0,0,"125,671,000","25,350,214","30,304,168","143,010",0,"181,600,577","2,971,744,682"
2885,元大金,Dec-20,"77,497,198","74,181,496","242,476,446","23,930,017","31,498,648","13,181,478","11,558,284","61,843,636","2,757,725,203","176,654,965","246,833,686",0,"78,790,127","57,796,061","6,368,836","313,071,935","2,484,107,757","121,374,360",0,0,0,"121,374,360","37,885,949","81,516,757","12,559,523",0,"273,617,446","2,757,725,203"
2886,兆豐金,Dec-20,"119,427,578","37,852,607","89,970,775","21,950,817","960,918","1,837,841","1,111,518","9,180,225","3,856,376,532","37,255,787","89,502,574",0,"18,000,000","338,028","1,881,625","30,059,406","3,529,787,572","135,998,240",0,0,0,"135,998,240","68,194,233","108,207,754","14,188,733",0,"326,588,960","3,856,376,532"
2887,台新金,Dec-20,"24,467,895","92,390,491","163,895,050","19,208,595","3,272,025","2,879,350","923,033","8,354,928","2,196,059,206","32,578,165","47,272,379",0,"70,100,000","11,180,264","2,978,858","1,910,042","2,009,949,824","109,115,662","8,000,000","11,336",0,"117,126,998","35,928,795","31,180,784","1,825,646",0,"186,109,382","2,196,059,206"
2888,新光金,Dec-20,"127,052,114","35,056,422","89,644,281","33,010,092","3,096,982","4,742,815","180,511,091","28,950,060","4,357,123,796","24,101,990","51,511,887",0,"64,328,072","3,332,033","6,820,371","2,995,082,979","4,115,544,938","130,203,941","2,970,000",0,0,"133,173,941","20,502,607","81,023,347","6,595,942","-115,053","241,578,858","4,357,123,796"
2889,國票金,Dec-20,"2,622,153","13,053,174","30,865,519","7,469,422","232,370","146,563","7,120","2,464,165","316,757,486","13,110,839","18,306,953",0,0,0,"147,141","1,752,322","274,019,675","28,964,817",0,0,0,"28,964,817","156,037","5,541,749","3,682,457","-106,346","42,737,811","316,757,486"
2890,永豐金,Dec-20,"30,813,465","19,292,219","90,627,076","13,218,774","2,187,368","3,426,080","2,451,753","20,044,802","2,143,348,565","27,657,681","50,459,681","18,437","52,510,597","13,735,761","2,824,915","3,820,405","1,987,478,833","112,710,541",0,0,0,"112,710,541","2,228,764","36,564,653","4,365,774",0,"155,869,732","2,143,348,565"
2891,中信金,Dec-20,"142,085,440","88,400,759","179,275,408","49,310,211","24,603,501","16,209,281","86,925,071","44,392,100","6,616,667,179","7,334,190","95,998,453",0,"125,380,870",0,"15,442,031","1,760,399,327","6,211,356,439","194,969,896","4,999,900",0,0,"199,969,796","58,754,923","145,408,689","1,097,162",0,"405,310,740","6,616,667,179"
2892,第一金,Dec-20,"45,758,959","7,212,210","44,679,517","27,278,460","919,331","2,675,827","11,172,304","9,441,994","3,494,501,509","20,260,707","40,445,835",0,"48,950,000","500,000","2,484,113","50,507,569","3,273,294,640","128,358,011",0,0,0,"128,358,011","26,107,218","47,684,640","19,057,000",0,"221,206,869","3,494,501,509"
5880,合庫金,Dec-20,"50,865,216","12,589,625","37,306,638","33,451,779","3,888,623","1,704,880","11,418,672","3,382,377","4,147,041,390","13,029,047","48,083,228",0,"71,600,000","815,302","1,649,746","38,262,395","3,909,359,833","133,342,237",0,0,0,"133,342,237","57,974,241","27,367,215","12,366,076",0,"237,681,557","4,147,041,390"
2880,華南金,Sep-20,"35,494,112","12,314,807","44,979,380","31,720,693","934,266","2,028,170","11,404,367","7,187,786","2,942,491,031","11,858,606","47,221,769",0,"63,188,404","1,381,580","1,991,288","22,590,411","2,757,451,264","128,547,788",0,0,0,"128,547,788","17,758,986","30,210,662","8,520,358",0,"185,039,767","2,942,491,031"
2881,富邦金,Sep-20,"289,954,805","89,312,286","227,146,132","58,017,644","32,065,084","6,652,049","301,022,315","65,678,509","8,957,627,533","36,408,936","138,648,419",0,"262,280,608","1,356,720","21,068,844","4,225,792,760","8,285,546,019","102,336,040","12,666,600",0,0,"115,002,640","137,675,468","348,533,684","57,985,991",0,"672,081,514","8,957,627,533"
2882,國泰金,Sep-20,"494,736,913","82,811,080","167,753,341","100,978,291","55,079,730","3,847,703","412,290,064","64,481,923","10,562,019,990",,"69,580,012",0,"148,800,000","372,779","12,772,008","6,007,555,764","9,737,389,983","131,692,102","15,333,000",0,0,"147,025,102","177,255,256","360,192,487","128,782,575",0,"824,630,007","10,562,019,990"
2883,開發金,Sep-20,"83,359,625","39,378,742","140,876,304","35,750,317","19,689,841","14,195,251","29,914,749","88,408,228","3,292,770,380","52,163,553","89,153,203",0,"47,529,436","40,941,550","4,572,598","1,862,920,223","2,996,265,674","149,710,976",0,"17,891",0,"149,728,867","1,333,784","30,456,111","6,912,590","-3,071,470","296,504,706","3,292,770,380"
2884,玉山金,Sep-20,"41,926,889","5,987,135","109,452,212","33,162,921","6,119,052","3,183,642","1,800,513","11,375,500","2,781,675,233","7,002,577","32,640,905",0,"40,470,000","1,307,850","3,264,425","878,943","2,604,689,570","125,671,000",0,0,0,"125,671,000","25,350,214","26,560,300","-718,293",0,"176,985,663","2,781,675,233"
2885,元大金,Sep-20,"66,270,398","43,176,920","183,505,961","18,534,578","32,900,006","13,012,887","16,162,120","50,522,311","2,608,646,720","132,097,750","180,465,569",0,"73,809,494","57,738,772","6,140,907","297,917,927","2,344,093,915","121,374,360",0,0,0,"121,374,360","37,842,681","77,625,049","9,772,535",0,"264,552,805","2,608,646,720"
2886,兆豐金,Sep-20,"132,463,465","30,701,783","80,755,838","21,964,255","778,699","1,791,825","1,019,778","7,360,200","3,767,021,855","26,086,249","88,317,541",0,"18,000,000","591,439","1,842,112","28,802,294","3,447,096,057","135,998,240",0,0,0,"135,998,240","68,194,233","102,801,282","12,932,043",0,"319,925,798","3,767,021,855"
2887,台新金,Sep-20,"22,453,070","85,293,950","151,663,172","19,085,748","3,173,875","2,881,873","1,068,670","7,374,646","2,140,130,052","21,938,321","36,477,958",0,"70,100,000","10,525,895","2,975,268","1,751,763","1,957,359,442","109,067,417","8,000,000","32,099",0,"117,099,516","35,944,940","28,653,074","1,046,237",0,"182,770,610","2,140,130,052"
2888,新光金,Sep-20,"172,833,265","24,047,901","77,671,794","33,019,580","3,089,539","4,926,834","179,440,490","31,066,559","4,254,284,525","20,687,691","39,099,773",0,"59,311,450","2,219,144","6,818,338","2,937,394,521","4,009,340,951","130,203,941","2,970,000",0,0,"133,173,941","20,516,442","97,066,154","-5,844,816","-345,476","244,943,574","4,254,284,525"
2889,國票金,Sep-20,"3,240,042","6,548,542","22,206,978","7,370,339","224,144","149,166",0,"3,685,351","300,370,433","6,502,332","13,084,510",0,0,0,"149,754","1,578,245","259,038,043","28,964,817",0,0,0,"28,964,817","153,610","4,774,999","3,182,628","-106,346","41,332,390","300,370,433"
2890,永豐金,Sep-20,"22,233,154","16,980,965","82,270,257","13,106,590","2,180,683","3,427,837","2,478,947","26,349,315","2,033,929,299","20,504,574","44,939,160","18,437","51,632,663","16,212,690","2,829,415","3,578,331","1,883,152,306","112,710,541",0,0,0,"112,710,541","2,228,764","33,113,061","2,724,627",0,"150,776,993","2,033,929,299"
2891,中信金,Sep-20,"143,156,996","85,816,475","176,647,397","49,699,253","24,414,979","16,503,769","85,586,885","50,284,841","6,475,990,804","6,581,545","98,443,288",0,"124,380,132",0,"15,450,988","1,758,424,391","6,103,569,057","194,969,896","4,999,900",0,0,"199,969,796","58,754,923","138,934,685","-25,314,911",0,"372,421,747","6,475,990,804"
2892,第一金,Sep-20,"46,287,161","3,323,916","36,988,051","26,731,745","592,065","2,676,360","10,841,334","9,633,358","3,366,278,596","20,544,005","42,541,424",0,"38,950,000","500,000","2,475,650","46,216,012","3,149,945,240","128,358,011",0,0,0,"128,358,011","26,107,218","44,594,790","17,273,337",0,"216,333,356","3,366,278,596"
5880,合庫金,Sep-20,"55,957,565","6,679,465","34,562,827","33,658,054","3,864,453","1,586,265","11,488,305","6,247,455","4,002,011,579","6,547,034","60,430,354",0,"68,200,000","1,181,189","1,550,090","38,652,564","3,770,018,305","133,342,237",0,0,0,"133,342,237","57,974,241","23,181,349","11,302,092",0,"231,993,274","4,002,011,579"
2880,華南金,Jun-20,"34,404,807","15,492,481","46,559,065","31,626,242","941,412","1,884,789","11,270,358","3,688,461","2,860,221,067","15,284,921","60,495,971",0,"63,187,810","1,513,230","1,830,159","22,557,185","2,678,524,162","121,727,402",0,0,"6,820,386","128,547,788","17,758,986","26,531,426","8,856,506",0,"181,696,905","2,860,221,067"
2881,富邦金,Jun-20,"249,080,460","73,871,858","220,028,119","57,720,344","31,692,833","6,848,546","272,011,636","56,377,215","8,856,108,598","43,538,695","178,887,925",0,"242,631,610","1,503,204","21,140,377","4,160,417,732","8,247,948,500","102,336,040","12,666,600",0,0,"115,002,640","137,060,375","323,303,402","20,560,040",0,"608,160,098","8,856,108,598"
2882,國泰金,Jun-20,"449,880,117","83,005,530","170,470,715","101,042,437","56,008,318","3,960,071","410,703,272","56,711,097","10,346,868,986",,"97,279,092",0,"127,700,000","566,726","12,791,433","5,924,697,854","9,559,630,372","131,692,102","15,333,000",0,0,"147,025,102","177,254,459","328,688,706","122,832,628",0,"787,238,614","10,346,868,986"
2883,開發金,Jun-20,"105,534,210","50,383,929","125,682,282","36,399,883","19,960,318","17,509,664","25,067,990","67,172,056","3,213,415,636","57,430,016","102,702,830",0,"44,668,206","22,054,429","4,712,911","1,817,359,111","2,932,153,312","149,710,976",0,0,0,"149,710,976","1,114,971","24,780,481","4,700,935","-3,071,470","281,262,324","3,213,415,636"
2884,玉山金,Jun-20,"53,058,566","11,368,421","113,366,804","33,268,372","6,027,256","3,246,550","1,782,212","7,385,420","2,697,740,597","9,863,754","47,292,595",0,"43,170,000","1,872,120","3,295,568","862,791","2,524,424,557","116,195,000",0,0,"9,476,000","125,671,000","25,350,214","22,303,316","-124,258",0,"173,316,040","2,697,740,597"
2885,元大金,Jun-20,"74,990,379","57,645,423","191,408,793","18,154,933","32,978,129","13,222,354","16,426,373","38,419,383","2,559,489,983","151,149,213","208,472,295",0,"73,826,227","54,299,392","6,310,543","288,377,654","2,305,069,951","116,706,115",0,0,"4,668,245","121,374,360","37,782,836","68,174,534","9,840,805",0,"254,420,032","2,559,489,983"
2886,兆豐金,Jun-20,"151,846,701","34,865,670","83,764,930","21,960,229","629,886","1,801,901","1,021,633","6,370,444","3,810,001,679","28,943,673","109,870,474",0,"18,000,000","703,992","1,836,098","28,909,995","3,496,575,161","135,998,240",0,0,0,"135,998,240","68,194,233","95,171,191","14,062,854",0,"313,426,518","3,810,001,679"
2887,台新金,Jun-20,"22,010,843","84,945,856","146,198,023","19,034,274","3,005,849","2,801,858","1,072,029","8,304,633","2,079,906,745","22,286,156","46,534,547",0,"70,100,000","10,490,497","2,891,869","1,748,344","1,901,692,840","106,599,289","8,000,000","1,041","2,466,618","117,066,948","35,945,409","24,018,497","1,055,750",0,"178,213,905","2,079,906,745"
2888,新光金,Jun-20,"173,705,529","31,662,898","102,365,241","32,099,533","3,087,285","5,031,861","178,723,477","24,085,740","4,211,266,220","39,219,477","64,054,162",0,"60,794,872","2,900,430","6,892,837","2,887,742,519","3,977,396,224","130,203,941","750,000",0,0,"130,953,941","12,785,141","88,108,121","2,066,105","-401,846","233,869,996","4,211,266,220"
2889,國票金,Jun-20,"2,826,077","10,838,424","25,314,254","7,376,277","221,577","171,677",0,"946,719","299,325,923","10,831,399","15,993,435",0,0,0,"172,154","1,581,377","259,266,997","28,480,646",0,0,"484,171","28,964,817","153,610","3,798,024","3,069,204","-106,346","40,058,926","299,325,923"
2890,永豐金,Jun-20,"22,770,283","16,324,864","76,329,137","13,029,247","2,188,145","3,229,666","2,483,782","17,255,818","1,981,927,465","24,908,022","53,938,694","18,437","51,632,999","9,590,110","2,614,117","3,523,037","1,835,635,245","112,710,541",0,0,0,"112,710,541","2,228,764","29,350,974","2,001,941",0,"146,292,220","1,981,927,465"
2891,中信金,Jun-20,"140,363,591","73,003,747","179,885,256","50,003,009","24,457,394","16,068,998","84,961,584","37,312,735","6,381,938,651","6,786,611","119,662,417",0,"107,179,394",0,"14,895,873","1,752,389,095","6,020,375,027","194,969,896","4,999,900",0,0,"199,969,796","58,754,923","121,975,223","-19,216,718",0,"361,563,624","6,381,938,651"
2892,第一金,Jun-20,"41,997,374","5,197,506","35,931,182","26,770,579","592,149","2,747,323","10,665,227","6,131,326","3,234,776,535","19,505,080","60,891,967",0,"38,950,000","1,005,000","2,551,765","43,803,920","3,022,493,202","124,619,428",0,0,"3,738,583","128,358,011","26,107,218","39,971,271","17,846,833",0,"212,283,333","3,234,776,535"
5880,合庫金,Jun-20,"39,673,808","11,508,665","37,258,029","33,620,407","3,799,250","1,712,357","11,304,975","2,794,048","3,944,105,710","12,632,370","93,009,550",0,"68,200,000","1,688,602","1,647,081","39,829,363","3,716,875,510","129,458,483",0,0,"3,883,754","133,342,237","57,974,241","19,052,126","11,087,280",0,"227,230,200","3,944,105,710"
2880,華南金,Mar-20,"43,603,520","12,777,826","39,508,841","31,790,833","939,384","1,963,018","11,177,607","3,198,961","2,770,136,913","9,699,743","33,904,142",0,"66,387,222","2,545,975","1,889,145","21,706,207","2,590,816,987","121,727,402",0,0,0,"121,727,402","17,758,986","37,312,335","2,518,997",0,"179,319,926","2,770,136,913"
2881,富邦金,Mar-20,"214,157,088","91,324,945","223,800,939","57,097,013","32,061,224","6,698,322","245,640,162","62,288,662","8,571,206,472","49,971,914","161,917,026",0,"239,604,311","3,672,108","21,638,514","4,096,176,625","8,056,581,794","102,336,040","12,666,600",0,0,"115,002,640","137,060,737","333,657,000","-82,355,358",0,"514,624,678","8,571,206,472"
2882,國泰金,Mar-20,"321,229,598","90,576,910","192,117,626","101,555,464","50,663,821","3,906,709","407,461,008","68,041,454","10,038,124,647",,"80,742,011",0,"118,900,000","615,488","12,683,498","5,820,174,198","9,368,572,357","131,692,102","15,333,000",0,0,"147,025,102","177,257,514","349,468,241","-14,302,616",0,"669,552,290","10,038,124,647"
2883,開發金,Mar-20,"94,123,171","56,972,755","118,071,805","36,185,120","20,155,550","17,832,313","25,281,666","74,687,034","3,114,168,302","68,455,752","99,628,034",0,"42,442,639","28,750,816","4,970,630","1,785,092,531","2,872,138,439","149,684,380",0,"26,146",0,"149,710,526","1,115,029","30,346,568","-13,420,745","-3,071,470","242,029,863","3,114,168,302"
2884,玉山金,Mar-20,"48,680,498","12,737,358","107,951,099","33,219,870","6,119,504","3,182,207","1,818,178","6,477,276","2,598,769,049","7,363,173","27,705,602",0,"45,070,000","544,437","3,228,660","719,856","2,421,951,027","116,195,000",0,0,"216,000","116,411,000","25,350,214","35,607,824","-676,318",0,"176,818,022","2,598,769,049"
2885,元大金,Mar-20,"69,751,240","36,329,644","167,175,106","23,100,595","33,028,377","13,514,526","11,432,625","37,954,638","2,504,201,868","123,647,041","185,602,556",0,"68,854,087","57,866,578","6,552,502","282,549,926","2,257,704,193","116,706,115",0,0,0,"116,706,115","37,682,879","73,799,905","798,588",0,"246,497,675","2,504,201,868"
2886,兆豐金,Mar-20,"111,841,437","29,801,040","79,386,972","21,998,402","582,807","1,911,070","1,023,508","8,286,973","3,648,513,631","25,575,531","72,836,607",0,"13,000,000","3,679,248","1,939,549","28,711,861","3,323,715,562","135,998,240",0,0,0,"135,998,240","68,194,233","108,941,180","11,664,416",0,"324,798,069","3,648,513,631"
2887,台新金,Mar-20,"24,102,285","87,001,355","146,070,825","19,021,828","2,488,552","2,767,694","998,272","14,860,876","2,102,444,603","23,537,805","34,960,761",0,"60,100,000","10,222,039","2,846,867","1,748,858","1,923,018,178","106,583,099","8,000,000","10,633",0,"114,593,732","35,950,427","29,782,401","-1,027,116",0,"179,426,425","2,102,444,603"
2888,新光金,Mar-20,"133,200,123","19,950,447","83,083,888","31,992,585","3,077,471","4,998,775","177,877,787","25,781,951","4,047,333,724","11,960,225","48,323,856",0,"57,778,516","2,039,210","6,975,964","2,816,251,208","3,853,959,674","126,003,941","750,000",0,0,"126,753,941","13,655,226","92,524,695","-39,556,804","-401,846","193,374,050","4,047,333,724"
2889,國票金,Mar-20,"3,315,118","6,282,233","19,322,983","3,111,085","210,633","192,186",0,"2,649,738","287,043,949","6,916,860","10,425,775",0,0,0,"192,382","1,663,816","248,191,516","28,480,646",0,0,0,"28,480,646","153,610","5,111,312","1,044,623",0,"38,852,433","287,043,949"
2890,永豐金,Mar-20,"23,602,833","11,077,604","75,219,893","12,904,564","2,195,010","3,209,945","2,489,019","19,206,213","1,915,509,634","30,118,505","45,683,801","18,437","46,133,626","9,302,321","2,570,456","3,517,973","1,769,535,271","112,710,541",0,0,0,"112,710,541","2,228,764","34,158,673","-3,126,993",0,"145,974,363","1,915,509,634"
2891,中信金,Mar-20,"135,734,758","76,762,907","174,331,880","50,367,524","24,415,680","15,994,381","83,246,535","46,103,777","6,366,530,916","5,115,466","99,765,898",0,"98,178,651",0,"14,681,997","1,745,185,671","6,024,558,299","194,969,896","4,999,900",0,0,"199,969,796","58,754,923","136,149,136","-52,972,711",0,"341,972,617","6,366,530,916"
2892,第一金,Mar-20,"46,004,574","2,936,624","97,370,083","26,527,910","614,288","2,845,207","10,826,780","5,303,361","3,211,987,472","16,821,011","100,099,166",0,"38,950,000","1,460,000","2,632,589","43,410,349","2,996,787,430","124,619,428",0,0,0,"124,619,428","26,107,218","50,978,580","13,494,816",0,"215,200,042","3,211,987,472"
5880,合庫金,Mar-20,"42,532,862","5,746,624","31,190,061","33,650,097","3,776,694","1,679,549","11,011,486","4,171,996","3,779,140,364","5,437,198","41,306,602",0,"57,500,000","2,481,626","1,630,256","41,197,854","3,551,958,580","129,458,483",0,0,0,"129,458,483","57,973,141","29,845,691","4,718,737",0,"227,181,784","3,779,140,364"
2880,華南金,Dec-19,"38,861,681","12,350,692","46,116,677","31,915,460","914,006","2,096,128","10,999,439","3,503,792","2,731,828,227","11,227,075","37,298,835",0,"60,291,611","1,458,000","2,046,274","20,632,462","2,543,127,570","121,727,402",0,0,0,"121,727,402","17,758,986","39,734,810","9,477,311",0,"188,700,657","2,731,828,227"
2881,富邦金,Dec-19,"332,143,040","50,538,159","197,141,163","57,380,993","32,713,186","6,670,541","248,019,514","44,081,513","8,547,701,633","18,209,988","152,961,116",0,"245,932,480","1,931,139","21,606,081","4,015,493,430","7,928,015,348","102,336,040","12,666,600",0,0,"115,002,640","137,060,926","310,934,646","44,775,892",0,"619,686,285","8,547,701,633"
2882,國泰金,Dec-19,"413,405,471","108,598,405","185,049,532","101,855,371","51,270,972","3,908,913","408,696,108","56,924,753","10,065,479,341","8,360,853","66,934,725",0,"118,900,000","2,201,364","12,720,337","5,713,778,385","9,283,452,162","131,692,102","15,333,000",0,0,"147,025,102","177,256,976","326,282,407","121,182,880",0,"782,027,179","10,065,479,341"
2883,開發金,Dec-19,"101,141,145","35,344,968","104,305,699","34,904,312","20,441,634","18,548,919","25,341,556","60,608,848","3,027,288,004","48,189,030","86,839,670",0,"42,450,000","20,968,007","5,615,681","1,742,247,176","2,730,822,850","149,663,721",0,"20,359",0,"149,684,080","1,093,745","30,976,678","8,907,903","-3,137,278","296,465,154","3,027,288,004"
